YEAR,QUARTER,LIVE,MARK_CAT,GEAR_GRP,PORT_COMPLEX,SPECIES,POUNDS,SOURCE,SPECIES_GRP,MTONS
1974,2,N,977,HKL,OSB,YEYE,214,RATIO,ROCKFISH,0.097
1974,2,N,977,NET,OSB,YEYE,1,RATIO,ROCKFISH,0.000
1974,2,N,977,TWL,OSB,YEYE,65,RATIO,ROCKFISH,0.029
1974,2,N,977,HKL,OSD,YEYE,39,RATIO,ROCKFISH,0.018
1974,2,N,977,NET,OSD,YEYE,39,RATIO,ROCKFISH,0.018
1974,2,N,977,HKL,OSF,YEYE,215,RATIO,ROCKFISH,0.098
1974,2,N,977,TWL,OSF,YEYE,2062,RATIO,ROCKFISH,0.935
1974,3,N,977,TWL,BDG,YEYE,2833,RATIO,ROCKFISH,1.285
1974,3,N,977,HKL,BRG,YEYE,851,RATIO,ROCKFISH,0.386
1974,3,N,977,TWL,BRG,YEYE,6505,RATIO,ROCKFISH,2.951
1974,3,N,977,HKL,CRS,YEYE,8355,RATIO,ROCKFISH,3.790
1974,3,N,977,TWL,CRS,YEYE,17910,RATIO,ROCKFISH,8.124
1974,3,N,977,TWL,ERK,YEYE,34,RATIO T-1,ROCKFISH,0.015
1974,3,N,977,HKL,MNT,YEYE,178,RATIO,ROCKFISH,0.081
1974,3,N,977,HKL,MRO,YEYE,2738,RATIO,ROCKFISH,1.242
1974,3,N,977,HKL,OLA,YEYE,106,RATIO,ROCKFISH,0.048
1974,3,N,977,TWL,OLA,YEYE,10,RATIO,ROCKFISH,0.005
1974,3,N,977,HKL,OSB,YEYE,158,RATIO,ROCKFISH,0.072
1974,3,N,977,TWL,OSB,YEYE,135,RATIO,ROCKFISH,0.061
1974,3,N,977,HKL,OSD,YEYE,26,RATIO,ROCKFISH,0.012
1974,3,N,977,NET,OSD,YEYE,36,RATIO,ROCKFISH,0.016
1974,3,N,977,HKL,OSF,YEYE,470,RATIO,ROCKFISH,0.213
1974,3,N,977,NET,OSF,YEYE,3,RATIO,ROCKFISH,0.001
1974,3,N,977,TWL,OSF,YEYE,6356,RATIO,ROCKFISH,2.883
1974,4,N,977,TWL,BDG,YEYE,667,RATIO,ROCKFISH,0.303
1974,4,N,977,HKL,BRG,YEYE,76,RATIO,ROCKFISH,0.034
1974,4,N,977,TWL,BRG,YEYE,5587,RATIO,ROCKFISH,2.534
1974,4,N,977,HKL,CRS,YEYE,1875,RATIO,ROCKFISH,0.850
1974,4,N,977,TWL,CRS,YEYE,20400,RATIO,ROCKFISH,9.253
1974,4,N,977,TWL,ERK,YEYE,25,RATIO T-1,ROCKFISH,0.011
1974,4,N,977,HKL,MNT,YEYE,173,RATIO,ROCKFISH,0.078
1974,4,N,977,HKL,MRO,YEYE,2285,RATIO,ROCKFISH,1.036
1974,4,N,977,HKL,OLA,YEYE,328,RATIO,ROCKFISH,0.149
1974,4,N,977,TWL,OLA,YEYE,8,RATIO,ROCKFISH,0.004
1974,4,N,977,HKL,OSB,YEYE,208,RATIO,ROCKFISH,0.094
1974,4,N,977,TWL,OSB,YEYE,75,RATIO,ROCKFISH,0.034
1974,4,N,977,HKL,OSD,YEYE,37,RATIO,ROCKFISH,0.017
1974,4,N,977,NET,OSD,YEYE,42,RATIO,ROCKFISH,0.019
1974,4,N,977,HKL,OSF,YEYE,344,RATIO,ROCKFISH,0.156
1974,4,N,977,NET,OSF,YEYE,4,RATIO,ROCKFISH,0.002
1974,4,N,977,TWL,OSF,YEYE,4839,RATIO,ROCKFISH,2.195
1975,1,N,977,TWL,BDG,YEYE,1356,RATIO,ROCKFISH,0.615
1975,1,N,977,HKL,BRG,YEYE,26,RATIO,ROCKFISH,0.012
1975,1,N,977,TWL,BRG,YEYE,1944,RATIO,ROCKFISH,0.882
1975,1,N,977,HKL,CRS,YEYE,30,RATIO,ROCKFISH,0.014
1975,1,N,977,TWL,CRS,YEYE,14060,RATIO,ROCKFISH,6.378
1975,1,N,977,TWL,ERK,YEYE,8,RATIO T-1,ROCKFISH,0.004
1975,1,N,977,HKL,MNT,YEYE,133,RATIO,ROCKFISH,0.060
1975,1,N,977,HKL,MRO,YEYE,1898,RATIO,ROCKFISH,0.861
1975,1,N,977,HKL,OLA,YEYE,456,RATIO,ROCKFISH,0.207
1975,1,N,977,TWL,OLA,YEYE,15,RATIO,ROCKFISH,0.007
1975,1,N,977,HKL,OSB,YEYE,366,RATIO,ROCKFISH,0.166
1975,1,N,977,TWL,OSB,YEYE,60,RATIO,ROCKFISH,0.027
1975,1,N,977,HKL,OSD,YEYE,38,RATIO,ROCKFISH,0.017
1975,1,N,977,NET,OSD,YEYE,34,RATIO,ROCKFISH,0.015
1975,1,N,977,HKL,OSF,YEYE,173,RATIO,ROCKFISH,0.078
1975,1,N,977,NET,OSF,YEYE,4,RATIO,ROCKFISH,0.002
1975,1,N,977,TWL,OSF,YEYE,2028,RATIO,ROCKFISH,0.920
1975,2,N,977,TWL,BDG,YEYE,1301,RATIO,ROCKFISH,0.590
1975,2,N,977,HKL,BRG,YEYE,191,RATIO,ROCKFISH,0.087
1975,2,N,977,TWL,BRG,YEYE,4845,RATIO,ROCKFISH,2.198
1975,2,N,977,HKL,CRS,YEYE,2819,RATIO,ROCKFISH,1.279
1975,2,N,977,TWL,CRS,YEYE,15719,RATIO,ROCKFISH,7.130
1975,2,N,977,TWL,ERK,YEYE,14,RATIO T-1,ROCKFISH,0.006
1975,2,N,977,HKL,MNT,YEYE,141,RATIO,ROCKFISH,0.064
1975,2,N,977,HKL,MRO,YEYE,1487,RATIO,ROCKFISH,0.674
1975,2,N,977,HKL,OLA,YEYE,377,RATIO,ROCKFISH,0.171
1975,2,N,977,TWL,OLA,YEYE,9,RATIO,ROCKFISH,0.004
1975,2,N,977,HKL,OSB,YEYE,669,RATIO,ROCKFISH,0.303
1975,2,N,977,TWL,OSB,YEYE,77,RATIO,ROCKFISH,0.035
1975,2,N,977,HKL,OSD,YEYE,45,RATIO,ROCKFISH,0.020
1975,2,N,977,NET,OSD,YEYE,29,RATIO,ROCKFISH,0.013
1975,2,N,977,HKL,OSF,YEYE,177,RATIO,ROCKFISH,0.080
1975,2,N,977,NET,OSF,YEYE,1,RATIO,ROCKFISH,0.000
1975,2,N,977,TWL,OSF,YEYE,4550,RATIO,ROCKFISH,2.064
1975,3,N,977,TWL,BDG,YEYE,564,RATIO,ROCKFISH,0.256
1975,3,N,977,HKL,BRG,YEYE,353,RATIO,ROCKFISH,0.160
1975,3,N,977,TWL,BRG,YEYE,12439,RATIO,ROCKFISH,5.642
1975,3,N,977,HKL,CRS,YEYE,5827,RATIO,ROCKFISH,2.643
1975,3,N,977,TWL,CRS,YEYE,22340,RATIO,ROCKFISH,10.133
1975,3,N,977,TWL,ERK,YEYE,34,RATIO T-1,ROCKFISH,0.015
1975,3,N,977,HKL,MNT,YEYE,182,RATIO,ROCKFISH,0.083
1975,3,N,977,HKL,MRO,YEYE,1546,RATIO,ROCKFISH,0.701
1975,3,N,977,HKL,OLA,YEYE,209,RATIO,ROCKFISH,0.095
1975,3,N,977,TWL,OLA,YEYE,9,RATIO,ROCKFISH,0.004
1975,3,N,977,HKL,OSB,YEYE,687,RATIO,ROCKFISH,0.312
1975,3,N,977,TWL,OSB,YEYE,44,RATIO,ROCKFISH,0.020
1975,3,N,977,HKL,OSD,YEYE,12,RATIO,ROCKFISH,0.005
1975,3,N,977,NET,OSD,YEYE,27,RATIO,ROCKFISH,0.012
1975,3,N,977,HKL,OSF,YEYE,336,RATIO,ROCKFISH,0.152
1975,3,N,977,NET,OSF,YEYE,4,RATIO,ROCKFISH,0.002
1975,3,N,977,TWL,OSF,YEYE,4223,RATIO,ROCKFISH,1.916
1975,4,N,977,TWL,BDG,YEYE,2237,RATIO,ROCKFISH,1.015
1975,4,N,977,HKL,BRG,YEYE,19,RATIO,ROCKFISH,0.009
1975,4,N,977,TWL,BRG,YEYE,6013,RATIO,ROCKFISH,2.727
1975,4,N,977,HKL,CRS,YEYE,681,RATIO,ROCKFISH,0.309
1975,4,N,977,TWL,CRS,YEYE,11809,RATIO,ROCKFISH,5.356
1975,4,N,977,TWL,ERK,YEYE,14,RATIO T-1,ROCKFISH,0.006
1975,4,N,977,HKL,MNT,YEYE,140,RATIO,ROCKFISH,0.064
1975,4,N,977,HKL,MRO,YEYE,1683,RATIO,ROCKFISH,0.763
1975,4,N,977,HKL,OLA,YEYE,293,RATIO,ROCKFISH,0.133
1975,4,N,977,TWL,OLA,YEYE,6,RATIO,ROCKFISH,0.003
1975,4,N,977,HKL,OSB,YEYE,480,RATIO,ROCKFISH,0.218
1975,4,N,977,NET,OSB,YEYE,3,RATIO,ROCKFISH,0.001
1975,4,N,977,TWL,OSB,YEYE,74,RATIO,ROCKFISH,0.034
1975,4,N,977,HKL,OSD,YEYE,18,RATIO,ROCKFISH,0.008
1975,4,N,977,NET,OSD,YEYE,33,RATIO,ROCKFISH,0.015
1975,4,N,977,HKL,OSF,YEYE,261,RATIO,ROCKFISH,0.118
1975,4,N,977,NET,OSF,YEYE,11,RATIO,ROCKFISH,0.005
1975,4,N,977,TWL,OSF,YEYE,5121,RATIO,ROCKFISH,2.323
1976,1,N,977,TWL,BDG,YEYE,4245,RATIO,ROCKFISH,1.926
1976,1,N,977,HKL,BRG,YEYE,41,RATIO,ROCKFISH,0.019
1976,1,N,977,TWL,BRG,YEYE,5066,RATIO,ROCKFISH,2.298
1976,1,N,977,HKL,CRS,YEYE,53,RATIO,ROCKFISH,0.024
1976,1,N,977,TWL,CRS,YEYE,5613,RATIO,ROCKFISH,2.546
1976,1,N,977,TWL,ERK,YEYE,9,RATIO T-1,ROCKFISH,0.004
1976,1,N,977,HKL,MNT,YEYE,266,RATIO,ROCKFISH,0.121
1976,1,N,977,HKL,MRO,YEYE,1960,RATIO,ROCKFISH,0.889
1976,1,N,977,HKL,OLA,YEYE,595,RATIO,ROCKFISH,0.270
1976,1,N,977,TWL,OLA,YEYE,7,RATIO,ROCKFISH,0.003
1976,1,N,977,HKL,OSB,YEYE,1020,RATIO,ROCKFISH,0.463
1976,1,N,977,NET,OSB,YEYE,1,RATIO,ROCKFISH,0.000
1976,1,N,977,TWL,OSB,YEYE,90,RATIO,ROCKFISH,0.041
1976,1,N,977,HKL,OSD,YEYE,34,RATIO,ROCKFISH,0.015
1976,1,N,977,NET,OSD,YEYE,43,RATIO,ROCKFISH,0.020
1976,1,N,977,HKL,OSF,YEYE,248,RATIO,ROCKFISH,0.112
1976,1,N,977,NET,OSF,YEYE,10,RATIO,ROCKFISH,0.005
1976,1,N,977,TWL,OSF,YEYE,3917,RATIO,ROCKFISH,1.777
1976,2,N,977,TWL,BDG,YEYE,911,RATIO,ROCKFISH,0.413
1976,2,N,977,HKL,BRG,YEYE,367,RATIO,ROCKFISH,0.166
1976,2,N,977,TWL,BRG,YEYE,4471,RATIO,ROCKFISH,2.028
1976,2,N,977,HKL,CRS,YEYE,2250,RATIO,ROCKFISH,1.021
1976,2,N,977,TWL,CRS,YEYE,14167,RATIO,ROCKFISH,6.426
1976,2,N,977,TWL,ERK,YEYE,35,RATIO T-1,ROCKFISH,0.016
1976,2,N,977,HKL,MNT,YEYE,168,RATIO,ROCKFISH,0.076
1976,2,N,977,HKL,MRO,YEYE,1435,RATIO,ROCKFISH,0.651
1976,2,N,977,HKL,OLA,YEYE,308,RATIO,ROCKFISH,0.140
1976,2,N,977,TWL,OLA,YEYE,8,RATIO,ROCKFISH,0.004
1976,2,N,977,HKL,OSB,YEYE,459,RATIO,ROCKFISH,0.208
1976,2,N,977,NET,OSB,YEYE,1,RATIO,ROCKFISH,0.000
1976,2,N,977,TWL,OSB,YEYE,104,RATIO,ROCKFISH,0.047
1976,2,N,977,HKL,OSD,YEYE,32,RATIO,ROCKFISH,0.015
1976,2,N,977,NET,OSD,YEYE,28,RATIO,ROCKFISH,0.013
1976,2,N,977,HKL,OSF,YEYE,268,RATIO,ROCKFISH,0.122
1976,2,N,977,TWL,OSF,YEYE,5221,RATIO,ROCKFISH,2.368
1976,3,N,977,TWL,BDG,YEYE,1404,RATIO,ROCKFISH,0.637
1976,3,N,977,HKL,BRG,YEYE,992,RATIO,ROCKFISH,0.450
1976,3,N,977,TWL,BRG,YEYE,9214,RATIO,ROCKFISH,4.179
1976,3,N,977,HKL,CRS,YEYE,7850,RATIO,ROCKFISH,3.561
1976,3,N,977,TWL,CRS,YEYE,15137,RATIO,ROCKFISH,6.866
1976,3,N,977,TWL,ERK,YEYE,36,RATIO T-1,ROCKFISH,0.016
1976,3,N,977,HKL,MNT,YEYE,199,RATIO,ROCKFISH,0.090
1976,3,N,977,HKL,MRO,YEYE,1655,RATIO,ROCKFISH,0.751
1976,3,N,977,HKL,OLA,YEYE,239,RATIO,ROCKFISH,0.108
1976,3,N,977,HKL,OSB,YEYE,578,RATIO,ROCKFISH,0.262
1976,3,N,977,TWL,OSB,YEYE,102,RATIO,ROCKFISH,0.046
1976,3,N,977,HKL,OSD,YEYE,15,RATIO,ROCKFISH,0.007
1976,3,N,977,NET,OSD,YEYE,19,RATIO,ROCKFISH,0.009
1976,3,N,977,HKL,OSF,YEYE,405,RATIO,ROCKFISH,0.184
1976,3,N,977,NET,OSF,YEYE,10,RATIO,ROCKFISH,0.005
1976,3,N,977,TWL,OSF,YEYE,2875,RATIO,ROCKFISH,1.304
1976,4,N,977,TWL,BDG,YEYE,1993,RATIO,ROCKFISH,0.904
1976,4,N,977,HKL,BRG,YEYE,238,RATIO,ROCKFISH,0.108
1976,4,N,977,TWL,BRG,YEYE,9874,RATIO,ROCKFISH,4.479
1976,4,N,977,HKL,CRS,YEYE,2268,RATIO,ROCKFISH,1.029
1976,4,N,977,TWL,CRS,YEYE,10546,RATIO,ROCKFISH,4.784
1976,4,N,977,TWL,ERK,YEYE,25,RATIO T-1,ROCKFISH,0.011
1976,4,N,977,HKL,MNT,YEYE,204,RATIO,ROCKFISH,0.093
1976,4,N,977,HKL,MRO,YEYE,3532,RATIO,ROCKFISH,1.602
1976,4,N,977,HKL,OLA,YEYE,352,RATIO,ROCKFISH,0.160
1976,4,N,977,TWL,OLA,YEYE,7,RATIO,ROCKFISH,0.003
1976,4,N,977,HKL,OSB,YEYE,907,RATIO,ROCKFISH,0.411
1976,4,N,977,TWL,OSB,YEYE,61,RATIO,ROCKFISH,0.028
1976,4,N,977,HKL,OSD,YEYE,26,RATIO,ROCKFISH,0.012
1976,4,N,977,NET,OSD,YEYE,45,RATIO,ROCKFISH,0.020
1976,4,N,977,HKL,OSF,YEYE,389,RATIO,ROCKFISH,0.176
1976,4,N,977,NET,OSF,YEYE,9,RATIO,ROCKFISH,0.004
1976,4,N,977,TWL,OSF,YEYE,3133,RATIO,ROCKFISH,1.421
1977,1,N,977,TWL,BDG,YEYE,453,RATIO,ROCKFISH,0.205
1977,1,N,977,HKL,BRG,YEYE,12,RATIO,ROCKFISH,0.005
1977,1,N,977,TWL,BRG,YEYE,4798,RATIO,ROCKFISH,2.176
1977,1,N,977,HKL,CRS,YEYE,185,RATIO,ROCKFISH,0.084
1977,1,N,977,TWL,CRS,YEYE,5580,RATIO,ROCKFISH,2.531
1977,1,N,977,TWL,ERK,YEYE,32,RATIO T-1,ROCKFISH,0.015
1977,1,N,977,HKL,MNT,YEYE,142,RATIO,ROCKFISH,0.064
1977,1,N,977,HKL,MRO,YEYE,1423,RATIO,ROCKFISH,0.645
1977,1,N,977,HKL,OLA,YEYE,372,RATIO,ROCKFISH,0.169
1977,1,N,977,HKL,OSB,YEYE,1132,RATIO,ROCKFISH,0.513
1977,1,N,977,TWL,OSB,YEYE,84,RATIO,ROCKFISH,0.038
1977,1,N,977,HKL,OSD,YEYE,42,RATIO,ROCKFISH,0.019
1977,1,N,977,NET,OSD,YEYE,33,RATIO,ROCKFISH,0.015
1977,1,N,977,HKL,OSF,YEYE,340,RATIO,ROCKFISH,0.154
1977,1,N,977,NET,OSF,YEYE,13,RATIO,ROCKFISH,0.006
1977,1,N,977,TWL,OSF,YEYE,3636,RATIO,ROCKFISH,1.649
1977,2,N,977,TWL,BDG,YEYE,772,RATIO,ROCKFISH,0.350
1977,2,N,977,HKL,BRG,YEYE,316,RATIO,ROCKFISH,0.143
1977,2,N,977,TWL,BRG,YEYE,9393,RATIO,ROCKFISH,4.261
1977,2,N,977,HKL,CRS,YEYE,7299,RATIO,ROCKFISH,3.311
1977,2,N,977,TWL,CRS,YEYE,12167,RATIO,ROCKFISH,5.519
1977,2,N,977,TWL,ERK,YEYE,35,RATIO T-1,ROCKFISH,0.016
1977,2,N,977,HKL,MNT,YEYE,200,RATIO,ROCKFISH,0.091
1977,2,N,977,HKL,MRO,YEYE,1482,RATIO,ROCKFISH,0.672
1977,2,N,977,HKL,OLA,YEYE,308,RATIO,ROCKFISH,0.140
1977,2,N,977,HKL,OSB,YEYE,615,RATIO,ROCKFISH,0.279
1977,2,N,977,NET,OSB,YEYE,2,RATIO,ROCKFISH,0.001
1977,2,N,977,TWL,OSB,YEYE,122,RATIO,ROCKFISH,0.055
1977,2,N,977,HKL,OSD,YEYE,31,RATIO,ROCKFISH,0.014
1977,2,N,977,NET,OSD,YEYE,36,RATIO,ROCKFISH,0.016
1977,2,N,977,HKL,OSF,YEYE,431,RATIO,ROCKFISH,0.195
1977,2,N,977,NET,OSF,YEYE,2,RATIO,ROCKFISH,0.001
1977,2,N,977,TWL,OSF,YEYE,5223,RATIO,ROCKFISH,2.369
1977,3,N,977,TWL,BDG,YEYE,1027,RATIO,ROCKFISH,0.466
1977,3,N,977,HKL,BRG,YEYE,329,RATIO,ROCKFISH,0.149
1977,3,N,977,TWL,BRG,YEYE,10106,RATIO,ROCKFISH,4.584
1977,3,N,977,HKL,CRS,YEYE,9378,RATIO,ROCKFISH,4.254
1977,3,N,977,TWL,CRS,YEYE,17253,RATIO,ROCKFISH,7.826
1977,3,N,977,TWL,ERK,YEYE,25,RATIO T-1,ROCKFISH,0.011
1977,3,N,977,HKL,MNT,YEYE,189,RATIO,ROCKFISH,0.086
1977,3,N,977,HKL,MRO,YEYE,2446,RATIO,ROCKFISH,1.109
1977,3,N,977,HKL,OLA,YEYE,114,RATIO,ROCKFISH,0.052
1977,3,N,977,HKL,OSB,YEYE,511,RATIO,ROCKFISH,0.232
1977,3,N,977,NET,OSB,YEYE,2,RATIO,ROCKFISH,0.001
1977,3,N,977,TWL,OSB,YEYE,202,RATIO,ROCKFISH,0.092
1977,3,N,977,HKL,OSD,YEYE,8,RATIO,ROCKFISH,0.004
1977,3,N,977,NET,OSD,YEYE,22,RATIO,ROCKFISH,0.010
1977,3,N,977,HKL,OSF,YEYE,840,RATIO,ROCKFISH,0.381
1977,3,N,977,NET,OSF,YEYE,12,RATIO,ROCKFISH,0.005
1977,3,N,977,TWL,OSF,YEYE,3451,RATIO,ROCKFISH,1.565
1977,4,N,977,TWL,BDG,YEYE,535,RATIO,ROCKFISH,0.243
1977,4,N,977,HKL,BRG,YEYE,32,RATIO,ROCKFISH,0.015
1977,4,N,977,TWL,BRG,YEYE,6349,RATIO,ROCKFISH,2.880
1977,4,N,977,HKL,CRS,YEYE,1044,RATIO,ROCKFISH,0.474
1977,4,N,977,TWL,CRS,YEYE,10104,RATIO,ROCKFISH,4.583
1977,4,N,977,TWL,ERK,YEYE,11,RATIO T-1,ROCKFISH,0.005
1977,4,N,977,HKL,MNT,YEYE,142,RATIO,ROCKFISH,0.064
1977,4,N,977,HKL,MRO,YEYE,2232,RATIO,ROCKFISH,1.012
1977,4,N,977,HKL,OLA,YEYE,186,RATIO,ROCKFISH,0.084
1977,4,N,977,HKL,OSB,YEYE,686,RATIO,ROCKFISH,0.311
1977,4,N,977,NET,OSB,YEYE,27,RATIO,ROCKFISH,0.012
1977,4,N,977,TWL,OSB,YEYE,66,RATIO,ROCKFISH,0.030
1977,4,N,977,HKL,OSD,YEYE,31,RATIO,ROCKFISH,0.014
1977,4,N,977,NET,OSD,YEYE,30,RATIO,ROCKFISH,0.014
1977,4,N,977,HKL,OSF,YEYE,275,RATIO,ROCKFISH,0.125
1977,4,N,977,NET,OSF,YEYE,4,RATIO,ROCKFISH,0.002
1977,4,N,977,TWL,OSF,YEYE,2286,RATIO,ROCKFISH,1.037
1978,1,N,250,TWL,BDG,YEYE,616,BORROW T-1,ROCKFISH       ,0.279
1978,1,N,250,HKL,CRS,YEYE,192,BORROW T-3,ROCKFISH       ,0.087
1978,1,N,265,HKL,MNT,YEYE,311,BORROW T-4,ROCKFISH       ,0.141
1978,1,N,265,HKL,MRO,YEYE,2293,BORROW T-3,ROCKFISH       ,1.040
1978,1,N,977,HKL,OLA,YEYE,446,RATIO,ROCKFISH       ,0.202
1978,1,N,977,HKL,OSB,YEYE,892,RATIO,ROCKFISH       ,0.405
1978,1,N,977,NET,OSB,YEYE,21,RATIO,ROCKFISH       ,0.010
1978,1,N,977,TWL,OSB,YEYE,24,RATIO,ROCKFISH       ,0.011
1978,1,N,977,HKL,OSD,YEYE,40,RATIO,ROCKFISH       ,0.018
1978,1,N,977,NET,OSD,YEYE,38,RATIO,ROCKFISH       ,0.017
1978,1,N,250,HKL,OSF,YEYE,1761,BORROW T-3,ROCKFISH       ,0.799
1978,2,N,250,TWL,BDG,YEYE,359,BORROW T-1,ROCKFISH       ,0.163
1978,2,N,250,HKL,BRG,YEYE,256,BORROW T-3,ROCKFISH       ,0.116
1978,2,N,250,HKL,CRS,YEYE,6956,BORROW T-3,ROCKFISH       ,3.155
1978,2,N,265,HKL,MNT,YEYE,100,BORROW T-4,ROCKFISH       ,0.045
1978,2,N,265,HKL,MRO,YEYE,2625,BORROW T-3,ROCKFISH       ,1.191
1978,2,N,977,HKL,OLA,YEYE,185,RATIO,ROCKFISH       ,0.084
1978,2,N,977,HKL,OSB,YEYE,580,RATIO,ROCKFISH       ,0.263
1978,2,N,977,NET,OSB,YEYE,20,RATIO,ROCKFISH       ,0.009
1978,2,N,977,TWL,OSB,YEYE,67,RATIO,ROCKFISH       ,0.030
1978,2,N,977,HKL,OSD,YEYE,48,RATIO,ROCKFISH       ,0.022
1978,2,N,977,NET,OSD,YEYE,22,RATIO,ROCKFISH       ,0.010
1978,2,N,250,HKL,OSF,YEYE,1099,BORROW T-3,ROCKFISH       ,0.498
1978,3,N,250,TWL,BDG,YEYE,172,BORROW T-1,ROCKFISH       ,0.078
1978,3,N,250,HKL,BRG,YEYE,905,BORROW T-3,ROCKFISH       ,0.411
1978,3,N,250,TWL,BRG,YEYE,49938,ACTUAL,ROCKFISH       ,22.652
1978,3,N,250,HKL,CRS,YEYE,30296,BORROW T-3,ROCKFISH       ,13.742
1978,3,N,250,TWL,CRS,YEYE,134442,ACTUAL,ROCKFISH       ,60.982
1978,3,N,250,TWL,CRS,YEYE,430,ACTUAL (a),ROCKFISH       ,0.195
1978,3,N,265,HKL,MNT,YEYE,472,BORROW T-4,ROCKFISH       ,0.214
1978,3,N,265,HKL,MRO,YEYE,2275,BORROW T-3,ROCKFISH       ,1.032
1978,3,N,977,HKL,OLA,YEYE,287,RATIO,ROCKFISH       ,0.130
1978,3,N,977,HKL,OSB,YEYE,859,RATIO,ROCKFISH       ,0.390
1978,3,N,977,NET,OSB,YEYE,63,RATIO,ROCKFISH       ,0.029
1978,3,N,977,TWL,OSB,YEYE,139,RATIO,ROCKFISH       ,0.063
1978,3,N,977,HKL,OSD,YEYE,16,RATIO,ROCKFISH       ,0.007
1978,3,N,977,NET,OSD,YEYE,14,RATIO,ROCKFISH       ,0.006
1978,3,N,250,HKL,OSF,YEYE,1374,BORROW T-3,ROCKFISH       ,0.623
1978,4,N,250,TWL,BDG,YEYE,1528,BORROW T-1,ROCKFISH       ,0.693
1978,4,N,250,HKL,BRG,YEYE,391,BORROW T-3,ROCKFISH       ,0.177
1978,4,N,250,HKL,CRS,YEYE,7287,BORROW T-3,ROCKFISH       ,3.305
1978,4,N,250,TWL,CRS,YEYE,173,ACTUAL (a),ROCKFISH       ,0.078
1978,4,N,250,TWL,CRS,YEYE,84111,ACTUAL,ROCKFISH       ,38.152
1978,4,N,265,HKL,MNT,YEYE,594,BORROW T-4,ROCKFISH       ,0.269
1978,4,N,265,HKL,MRO,YEYE,2273,BORROW T-3,ROCKFISH       ,1.031
1978,4,N,977,HKL,OLA,YEYE,485,RATIO,ROCKFISH       ,0.220
1978,4,N,977,HKL,OSB,YEYE,1625,RATIO,ROCKFISH       ,0.737
1978,4,N,977,NET,OSB,YEYE,88,RATIO,ROCKFISH       ,0.040
1978,4,N,977,TWL,OSB,YEYE,135,RATIO,ROCKFISH       ,0.061
1978,4,N,977,HKL,OSD,YEYE,27,RATIO,ROCKFISH       ,0.012
1978,4,N,977,NET,OSD,YEYE,36,RATIO,ROCKFISH       ,0.016
1978,4,N,250,HKL,OSF,YEYE,556,BORROW T-3,ROCKFISH       ,0.252
1979,1,N,250,TWL,BDG,YEYE,213,BORROW T-1(a),ROCKFISH       ,0.097
1979,1,N,250,TWL,BDG,YEYE,8542,BORROW T-1,ROCKFISH       ,3.875
1979,1,N,250,HKL,BRG,YEYE,25,BORROW T-3,ROCKFISH       ,0.011
1979,1,N,250,HKL,CRS,YEYE,2949,BORROW T-3,ROCKFISH       ,1.338
1979,1,N,265,HKL,MNT,YEYE,887,BORROW T-1,ROCKFISH       ,0.402
1979,1,N,250,HKL,MRO,YEYE,5568,ACTUAL,ROCKFISH       ,2.526
1979,1,N,253,HKL,MRO,YEYE,18,ACTUAL,ROCKFISH       ,0.008
1979,1,N,977,HKL,OLA,YEYE,564,RATIO,ROCKFISH       ,0.256
1979,1,N,977,HKL,OSB,YEYE,2355,RATIO,ROCKFISH       ,1.068
1979,1,N,977,NET,OSB,YEYE,131,RATIO,ROCKFISH       ,0.059
1979,1,N,977,TWL,OSB,YEYE,38,RATIO,ROCKFISH       ,0.017
1979,1,N,977,HKL,OSD,YEYE,47,RATIO,ROCKFISH       ,0.021
1979,1,N,977,NET,OSD,YEYE,46,RATIO,ROCKFISH       ,0.021
1979,1,N,956,HKL,OSF,YEYE,24,BORROW T-6,ROCKFISH       ,0.011
1979,1,N,250,TWL,OSF,YEYE,48113,ACTUAL,ROCKFISH       ,21.824
1979,2,N,250,TWL,BDG,YEYE,6930,BORROW T-1,ROCKFISH       ,3.143
1979,2,N,250,TWL,BDG,YEYE,18,BORROW T-1(a),ROCKFISH       ,0.008
1979,2,N,250,HKL,BRG,YEYE,176,BORROW T-3,ROCKFISH       ,0.080
1979,2,N,250,HKL,CRS,YEYE,33245,BORROW T-3,ROCKFISH       ,15.080
1979,2,N,265,HKL,MNT,YEYE,534,BORROW T-1,ROCKFISH       ,0.242
1979,2,N,250,HKL,MRO,YEYE,2215,ACTUAL,ROCKFISH       ,1.005
1979,2,N,265,HKL,MRO,YEYE,6247,ACTUAL,ROCKFISH       ,2.834
1979,2,N,977,HKL,OLA,YEYE,448,RATIO,ROCKFISH       ,0.203
1979,2,N,977,TWL,OLA,YEYE,1,RATIO,ROCKFISH       ,0.000
1979,2,N,977,HKL,OSB,YEYE,1411,RATIO,ROCKFISH       ,0.640
1979,2,N,977,NET,OSB,YEYE,157,RATIO,ROCKFISH       ,0.071
1979,2,N,977,TWL,OSB,YEYE,96,RATIO,ROCKFISH       ,0.044
1979,2,N,977,HKL,OSD,YEYE,60,RATIO,ROCKFISH       ,0.027
1979,2,N,977,NET,OSD,YEYE,33,RATIO,ROCKFISH       ,0.015
1979,2,N,250,TWL,OSF,YEYE,18254,ACTUAL,ROCKFISH       ,8.280
1979,3,N,250,TWL,BDG,YEYE,3392,BORROW T-1,ROCKFISH       ,1.539
1979,3,N,250,TWL,BDG,YEYE,111,BORROW T-1(a),ROCKFISH       ,0.050
