ID,MRFSS_ESTIMATES_ID,SCI_NAME,YEAR_,WAVE,COMMON,SOURCE_SP_GROUP_NAME,SOURCE_SP_GROUP_CODE,SOURCE_SP_SUPER_GROUP_NAME,SOURCE_SP_SUPER_GROUP_CODE,SOURCE_SPECIES_CODE,RECFIN_SPECIES_CODE,COMMON2,DATE1,AGENCY_CODE,SOURCE_MODE_NAME,SOURCE_MODE_CODE,RECFIN_MODE_NAME,RECFIN_MODE_CODE,SOURCE_AREA_NAME,SOURCE_AREA_CODE,RECFIN_WATER_AREA_CODE,RECFIN_WATER_AREA_NAME,SOURCE_SUB_REGION,RECFIN_SUB_REGION_CODE,RECFIN_SUB_REGION_NAME,TSP_WGT,TSP_EXAM,TSP_REL,TSP_HARV,TSPCLAIM,TSPAVEW,SMP_TRIP,NUMVAR,PERCENT_,ESTRIPS,ESTCLAIM,ESTREL,ESTHARV,ESTWGT,F_PER_T,VARCLAIM,VARREL,VARHARV,UNARPTRP,UNAHPTRP,ESTCLVAR,ESTRLVAR,ESTHVAR,WGT_AB1,LBS_AB1,TOT_CAT,TOT_VAR,LANDING,LAND_VAR,ESTWTVAR,VARWGT,VAR_WAB1,VAR_LBS,TYPE_,TSPAVEL,TSP_LEX,TSP_LEN,LNGSSQ,WGTSSQ,VARLNGTH,SURVEY,OUTFLG,POOL_FLG,EX_FLG,INT_TRIP,TTRIP,NUMRTRIP,VAREL,SUB_WGT,SUB_EXAM,SUB_SSQ,SUB_AVE,SUBVAR,ST_WGT,ST_EXAM,ST_SSQ,ST_AVE,STVAR,FLAG_WGT,RECALC,B1_PER_A,B2_PER_A,ESTRIPS0,NUMVAR0,B2LM,B2LV,B2LN,B2KM,B2KV,B2KN,B2WK,B2WKV,B2WKF,TYPE__,FREQ_,B,LENB1N,LENB1M,LENB1SSQ,LENB1SUM,WGTB1N,WGTB1M,WGTB1SSQ,WGTB1SUM,LENB1V,WGTB1V,LENB2N,LENB2M,LENB2SSQ,LENB2SUM,WGTB2N,WGTB2M,WGTB2SSQ,WGTB2SUM,LENB2V,WGTB2V,WGT_B1,WGT_B1V,PCTB1,RECFINSP,B1WE,B1WEV,B2WE,B2WEV,LENB1S,WGTB1S,LENB2S,WGTB2S,B1MEV,B2MEV,AWEM,AWEMV,B1WEM,B1WEMV,B2WEM,B2WEMV,SPECIES_NAME,SUPER_NAME,GROUP_NAME,RECFIN_LOG_ID,RECFIN_LOAD_DATE,TOTAL_ROWS
12899,19384,SEBASTES RUBERRIMUS,1983,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:19:55,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,1,1,Southern California,3.2,2,0,0,2,1.6,660,4280135452,59.779614325,239079,724,0,0,1159.1705804,0.003030303,4.5844011E-6,0,0,0,0,281720.06709,0,0,1159.1705804,2555.5336589,724.48161277,281720.06709,724.48161277,281720.06709,524873.60725,1,964356.91191,4687122.5318,63,414.79174853,2,829.58349705,361338.86422,7.12,8617.2374663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
12974,19459,SEBASTES RUBERRIMUS,1983,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:19:55,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,6.5,1,0,0,1,6.5,85,213779502.26,9.8016336056,22235,262,0,0,1700.3165696,0.0117647059,0.0000333663,0,0,0,0,38951.828335,0,0,1700.3165696,3748.5563364,261.58716455,38951.828335,261.58716455,38951.828335,,,,,63,688.36738703,1,688.36738703,473849.65953,42.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13186,19736,SEBASTES RUBERRIMUS,1983,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:19:55,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,3,2,0,0,2,1.5,158,912582071.4,71.818181818,91814,1162,0,0,1743.3120265,0.0126582278,0.0000392922,0,0,0,0,441595.64029,0,0,1743.3120265,3843.3450925,1162.2080177,441595.64029,1162.2080177,441595.64029,216116.3963,0.16,1139051.2844,5536200.212,63,423.14145383,2,846.28290766,361185.21729,4.82,1543.9186972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13210,19761,SEBASTES RUBERRIMUS,1983,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:19:55,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,41.5,18,1,0,18,2.3055555556,567,1455736610.6,66.74445741,151409,4807,267.03552407,0,11081.974249,0.0317460317,0.0000672912,3.1105263E-6,0,0.0017636684,0,2911781.6794,71307.971114,0,11081.974249,24431.570882,5073.6749573,2983089.6505,4806.6394332,2911781.6794,4482544.9022,0.1940177923,19395434.601,94268810.033,63,456.758568,18,8221.654224,4038024.8244,155.05,923.90135462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13535,20211,SEBASTES RUBERRIMUS,1983,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:19:55,6,MAN-MADE,1,Man-Made/Jetty,1,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,0.6,1,0,0,1,0.6,429,666990115.42,47.869955157,87582,204,0,0,122.4922436,0.0023310023,1.8027271E-6,0,0,0,0,16249.733818,0,0,122.4922436,270.04916856,204.15373933,16249.733818,204.15373933,16249.733818,,,,,63,319.99803536,1,319.99803536,102398.74264,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13564,20251,SEBASTES RUBERRIMUS,1983,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:19:55,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,1.8,1,0,0,1,1.8,42,254136779.38,20,25569,609,0,0,1095.796131,0.0238095238,0.0005668934,0,0,0,0,370607.76562,0,0,1095.796131,2415.8169153,608.77562831,370607.76562,608.77562831,370607.76562,,,,,63,452.61100196,1,452.61100196,204856.7191,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13601,20351,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (> 3 MI),2,2,Ocean > 3 miles,1,1,Southern California,2.1,2,0,0,2,1.05,317,6375665260.2,36.076662909,172229,1087,0,0,1140.9521687,0.0063091483,0.0000198397,0,0,0,0,715798.81246,0,0,1140.9521687,2515.3689366,1086.621113,715798.81246,1086.621113,715798.81246,357175.49662,0.3025,929814.54657,4519234.1734,63,360.76424361,2,721.52848723,270727.47242,2.81,5212.8967389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13848,20635,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,12.3,2,0,0,2,6.15,31,93146710.581,6.25,10168,656,0,0,4034.3587906,0.064516129,0.0009365245,0,0,0,0,397296.8819,0,0,4034.3587906,8894.2385663,655.99329928,397296.8819,655.99329928,397296.8819,388370.34043,0.9025,15056571.185,73180368.372,63,675.10609037,2,1350.2121807,913833.52805,77.45,1148.5307684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13879,20676,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,UNKNOWN,6,99,Not Known,2,2,Northern California,0.3,1,0,0,1,0.3,2,4573761.889,2.1739130435,1300,650,0,0,195.03771039,0.5,0.25,0,0,0,0,422663.4275,0,0,195.03771039,429.98454418,650.12570131,422663.4275,650.12570131,422663.4275,,,,,63,251.23575639,1,251.23575639,63119.405286,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
13944,20779,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,1,1,Southern California,2.5,1,0,0,1,2.5,377,3701522113.7,45.818181818,127608,338,0,0,846.20998012,0.0026525199,7.0358618E-6,0,0,0,0,114571.41287,0,0,846.20998012,1865.5736465,338.48399205,114571.41287,338.48399205,114571.41287,,,,,63,501.72691552,1,501.72691552,251729.89776,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
14014,20856,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,8.9,4,0,0,4,2.225,44,100622761.56,47.826086957,28606,2601,0,0,5786.1187416,0.0909090909,0.0019219681,0,0,0,0,2210900.4589,0,0,5786.1187416,12756.208144,2600.5028052,2210900.4589,2600.5028052,2210900.4589,2517665.1586,0.3722916667,12639904.418,61434495.947,63,466.60903733,4,1866.4361493,908801.83249,24.27,3158.821469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
14230,21120,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,23.6,11,0,0,7,2.1454545455,154,453714622.51,30.443548387,49527,2251,0,0,4829.9539697,0.0454545455,0.0003189522,0,0,0,0,1575094.6403,0,0,4829.9539697,10648.225679,2251.2497316,1575094.6403,2251.2497316,1575094.6403,1790765.5501,0.353338843,8484345.0083,41236977.892,63,441.18038936,11,4852.9842829,2326914.3938,89.5,1689.7536209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
14257,21156,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,2.1,1,0,0,1,2.1,16,36590095.112,17.391304348,10402,650,0,0,1365.2639727,0.0625,0.00390625,0,0,0,0,422663.4275,0,0,1365.2639727,3009.8918093,650.12570131,422663.4275,650.12570131,422663.4275,,,,,63,475.2043222,1,475.2043222,225819.14784,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
14272,21187,SEBASTES RUBERRIMUS,1983,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:21:06,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,INLAND,5,5,Inland,2,2,Northern California,0.5,1,0,0,1.5455062571,0.5,296,889400849.42,59.677419355,97087,507,0,0,253.46043717,0.0052213049,0.0000135848,0,0,0,0,140213.37665,0,0,253.46043717,558.78460798,506.92087433,140213.37665,506.92087433,140213.37665,,,,,63,295.44007859,1,295.44007859,87284.840035,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
14812,21865,SEBASTES RUBERRIMUS,1983,6,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:23:03,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,1,1,Southern California,45.3,20,0,0,20,2.265,275,498341860.53,37.190082645,50890,3701,0,0,8382.9357693,0.0727272727,0.0006442662,0,0,0,0,3983294.3842,0,0,8382.9357693,18481.209651,3701.0753948,3983294.3842,3701.0753948,3983294.3842,667072.58675,0.0486986842,20908287.82,101621822.52,63,479.13359528,20,9582.6719057,4668547.029,121.11,203.07101681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
14905,21975,SEBASTES RUBERRIMUS,1984,1,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:17:12,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,1,1,Southern California,4.8,1,0,0,1,4.8,372,540414325.83,38.650963597,53125,143,0,0,685.47915122,0.002688172,7.2262689E-6,0,0,0,0,20394.169564,0,0,685.47915122,1511.2228286,142.8081565,20394.169564,142.8081565,20394.169564,,,,,63,624.51669941,1,624.51669941,390021.10784,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
14944,22021,SEBASTES RUBERRIMUS,1984,1,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:17:12,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,1,1,Southern California,0.6,1,0,0,1,0.6,568,835321866.52,59.743040685,82115,145,0,0,86.741287585,0.0017605634,1.5470584E-6,0,0,0,0,11728.498437,0,0,86.741287585,191.23180296,144.56881264,11728.498437,144.56881264,11728.498437,,,,,63,313.12180747,1,313.12180747,98045.266311,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15350,22489,SEBASTES RUBERRIMUS,1984,1,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:17:12,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,INLAND,5,5,Inland,2,2,Northern California,3.8,2,0,0,2,1.9,49,129500097.47,25.128205128,8444,345,0,0,654.81685843,0.0408163265,0.0008156324,0,0,0,0,168270.39017,0,0,654.81685843,1443.624045,344.6404518,168270.39017,344.6404518,168270.39017,4751.0845526,0.04,605476.37453,2942833.6361,63,460.96070727,2,921.92141454,425494.96212,7.3,262.70741583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15441,22599,SEBASTES RUBERRIMUS,1984,2,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,24JUL90:14:52,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,1,1,Southern California,2.6,1,0,0,1,2.6,131,2.682622E-13,24.371373308,28007,214,0,0,555.86624174,0.0076335878,0.0000582717,0,0,0,0,45708.177324,0,0,555.86624174,1225.4752791,213.79470836,45708.177324,213.79470836,45708.177324,,,,,63,511.55009823,1,511.55009823,261683.503,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15539,22718,SEBASTES RUBERRIMUS,1984,1,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:17:12,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,10.3,6,0,0,6,1.7166666667,36,95142928.751,18.461538462,6204,1034,0,0,1774.8983268,0.1666666667,0.0046296296,0,0,0,0,2380548.1715,0,0,1774.8983268,3912.9809639,1033.9213554,2380548.1715,1033.9213554,2380548.1715,427181.63982,0.3996111111,6491231.3369,31549726.334,63,415.7740668,6,2494.6444008,1107685.9239,29.67,2349.2492052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15547,22726,SEBASTES RUBERRIMUS,1984,2,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,24JUL90:14:52,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,3.5,1,0,0,1,3.5,36,3.2341E-10,23.648648649,14988,416,0,0,1457.2133869,0.0277777778,0.0007716049,0,0,0,0,173344.55959,0,0,1457.2133869,3212.6055658,416.34668197,173344.55959,416.34668197,173344.55959,,,,,63,560.66601179,1,560.66601179,314346.37677,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15568,22747,SEBASTES RUBERRIMUS,1984,1,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:17:12,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,5.2,1,0,0,1,5.2,25,50206961.674,6.5963060686,4993,200,0,0,1038.4738011,0.04,0.0004888889,0,0,0,0,67971.889318,0,0,1038.4738011,2289.4428114,199.70650021,67971.889318,199.70650021,67971.889318,,,,,63,639.25147348,1,639.25147348,408642.44634,27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15608,22826,SEBASTES RUBERRIMUS,1984,2,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,24JUL90:14:52,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,1,1,Southern California,0.2,1,0,0,1,0.2,384,38737.448592,74.081237911,85133,222,0,0,44.339954955,0.0026041667,6.781684E-6,0,0,0,0,49150.790135,0,0,44.339954955,97.752866776,221.69977477,49150.790135,221.69977477,49150.790135,,,,,63,228.64243615,1,228.64243615,52277.363608,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15847,23159,SEBASTES RUBERRIMUS,1984,2,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,24JUL90:14:52,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,UNKNOWN,6,99,Not Known,1,1,Southern California,0.4,1,0,0,1,0.4,6,5.715767E-10,0.9671179884,1111,185,0,0,74.09287512,0.1666666667,0.0111111111,0,0,0,0,13724.385359,0,0,74.09287512,163.34682699,185.2321878,13724.385359,185.2321878,13724.385359,,,,,63,271.86444008,1,271.86444008,73910.273779,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15868,23180,SEBASTES RUBERRIMUS,1984,2,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,24JUL90:14:52,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,INLAND,5,5,Inland,2,2,Northern California,3.7,2,0,0,2,1.85,48,0.0026417941,32.432432432,20556,856,0,0,1584.4965154,0.0416666667,0.0017361111,0,0,0,0,733565.87503,0,0,1584.4965154,3493.2168275,856.48460292,733565.87503,856.48460292,733565.87503,148547.09528,0.2025,2510629.2073,12202563.783,63,455.06679764,2,910.13359528,416885.50022,7.25,1356.9597925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15917,23229,SEBASTES RUBERRIMUS,1984,1,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:17:12,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,6.8,2,0,0,2,3.4,106,280143067.99,54.358974359,18266,345,0,0,1171.7775361,0.0188679245,0.0001763041,0,0,0,0,109163.0895,0,0,1171.7775361,2583.3272383,344.6404518,109163.0895,344.6404518,109163.0895,58200.752051,0.49,1266636.1508,6156308.6953,63,554.28094303,2,1108.5618861,617465.85154,24.1,1505.5619671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
15936,23248,SEBASTES RUBERRIMUS,1984,1,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:17:12,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,10.1,3,0,0,3,3.3666666667,144,289192099.24,37.994722955,28758,599,0,0,2017.0356521,0.0208333333,0.0000617149,0,0,0,0,158708.62349,0,0,2017.0356521,4446.8023836,599.11950063,158708.62349,599.11950063,158708.62349,288750.64892,0.8044444444,1959952.4536,9526076.0755,63,545.6037983,3,1636.8113949,906958.00511,38.83,2317.9151608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
16020,23357,SEBASTES RUBERRIMUS,1984,3,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,26JUL90:02:05,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,UNKNOWN,6,99,Not Known,1,1,Southern California,2.9,3,0,0,3,0.9666666667,23,1.820552E-12,4.0064102564,9432,1230,0,0,1189.2435616,0.1304347826,0.0091080942,0,0,0,0,810268.22162,0,0,1189.2435616,2621.8332327,1230.2519602,810268.22162,1230.2519602,810268.22162,11771.829773,0.0077777778,762620.37336,3706610.168,63,366.49443353,3,1099.4833006,403962.55967,2.85,168.0083749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
